Date,Open,High,Low,Close,Ticker
2010-01-04 00:00:00-05:00,0.4243811648604257,0.42690315768606757,0.4152103216126644,0.4239226281642914,NVDA
2010-01-05 00:00:00-05:00,0.4223176079504728,0.43469825897799247,0.4223176079504728,0.4301128387451172,NVDA
2010-01-06 00:00:00-05:00,0.429883748607436,0.43378135207816915,0.42575686309025335,0.4328642785549164,NVDA
2010-01-07 00:00:00-05:00,0.43057144730650276,0.43240562117263337,0.42117132332462387,0.4243811070919037,NVDA
2010-01-08 00:00:00-05:00,0.420942106540207,0.4282788031410817,0.4184201409985169,0.425298273563385,NVDA
2010-01-11 00:00:00-05:00,0.42759104380064644,0.4294252182055887,0.413376212660799,0.41933727264404297,NVDA
2010-01-12 00:00:00-05:00,0.4131468845401665,0.41475177661012913,0.3964100631506746,0.4051223695278168,NVDA
2010-01-13 00:00:00-05:00,0.4078735848629321,0.4120004691065186,0.39205386648439466,0.41062483191490173,NVDA
2010-01-14 00:00:00-05:00,0.40558092984286354,0.40856143194646566,0.39732716022803377,0.4042052924633026,NVDA
2010-01-15 00:00:00-05:00,0.4012247596445264,0.4046638257331559,0.3870099312798435,0.392283171415329,NVDA
2010-01-19 00:00:00-05:00,0.3893026805227998,0.40214187278982017,0.3881563250465041,0.3996199071407318,NVDA
2010-01-20 00:00:00-05:00,0.39457589645975827,0.39961988210446914,0.3893026561329133,0.39801496267318726,NVDA
2010-01-21 00:00:00-05:00,0.39778574855139137,0.40489316371636186,0.3872392668223265,0.3909076154232025,NVDA
2010-01-22 00:00:00-05:00,0.3863221412716475,0.3934295559815556,0.3750878688140712,0.3773805797100067,NVDA
2010-01-25 00:00:00-05:00,0.3835709860958638,0.39113693934195143,0.38081973782399825,0.3838002681732178,NVDA
2010-01-26 00:00:00-05:00,0.3819660789836691,0.38448807241329225,0.37141959579050426,0.3716488778591156,NVDA
2010-01-27 00:00:00-05:00,0.37141958436620404,0.38311242288022085,0.36729269857706426,0.38173678517341614,NVDA
2010-01-28 00:00:00-05:00,0.38471715579276206,0.3860927929291532,0.36362419880150115,0.3688974380493164,NVDA
2010-01-29 00:00:00-05:00,0.37302429542080934,0.37715117920325825,0.3473459195883544,0.35284844040870667,NVDA
2010-02-01 00:00:00-05:00,0.35422410240942387,0.38059030065327015,0.3512435732747921,0.3799024820327759,NVDA
2010-02-02 00:00:00-05:00,0.3785270263755642,0.3886149731474398,0.37738067065134717,0.3838002681732178,NVDA
2010-02-03 00:00:00-05:00,0.380361010153216,0.38861477815873463,0.378526836448516,0.387009859085083,NVDA
2010-02-04 00:00:00-05:00,0.38357082446225527,0.38357082446225527,0.3604144376584729,0.36454132199287415,NVDA
2010-02-05 00:00:00-05:00,0.3640828807705368,0.3727951883526063,0.35766325694030454,0.37187808752059937,NVDA
2010-02-08 00:00:00-05:00,0.3707317429582667,0.3801318696099082,0.3638536095052431,0.37119027972221375,NVDA
2010-02-09 00:00:00-05:00,0.37715124776252135,0.378985421702725,0.364541339504112,0.3682096600532532,NVDA
